,name,price,release,mileage,color,transmission,drive,wheel,condition,owner,pts,customs,brand,body,number_of_door,engine_displacement,engine_power,fuel_type,sample
13711,C4 II,397000.0,2012.0,160000.0,красный,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Citroen,хэтчбек,5,1.6,120,Бензин,1
13712,Patriot  I 3163,330000.0,2006.0,39000.0,серый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,УАЗ,внедорожник,5,2.7,128,Бензин,1
13713,Lanos I,80000.0,2005.0,236324.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,седан,4,1.5,86,Бензин,1
13714,i40 I Рестайлинг,950000.0,2015.0,79000.0,серый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,седан,4,2.0,165,Бензин,1
13715,RAV4 IV (CA40) Рестайлинг,2200000.0,2018.0,27493.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Toyota,внедорожник,5,2.2,150,Дизель,1
13716,Multivan T5 Рестайлинг,1750000.0,2010.0,173000.0,коричневый,роботизированная,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Volkswagen,минивэн,5,2.0,180,Дизель,1
13717,Polo V Рестайлинг,760000.0,2017.0,81300.0,белый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Volkswagen,седан,4,1.6,110,Бензин,1
13718,3110 «Волга»,110000.0,2000.0,42000.0,белый,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,ГАЗ,седан,4,2.3,131,Бензин,1
13719,Viva,220000.0,2007.0,169235.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,седан,4,1.8,125,Бензин,1
13720,Frontera B,330000.0,1998.0,220000.0,серый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,внедорожник,5,2.2,136,Бензин,1
13721,(ВАЗ) 2114,130000.0,2010.0,141000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,LADA,хэтчбек,5,1.6,81,Бензин,1
13722,(ВАЗ) 21099,40000.0,2003.0,223000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.6,81,Бензин,1
13723,M-Класс  II (W164) Рестайлинг 280,1100000.0,2009.0,180000.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Mercedes-Benz,внедорожник,5,3.0,190,Дизель,1
13724,Megane III Рестайлинг,530000.0,2013.0,125000.0,белый,вариатор,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Renault,хэтчбек,5,1.6,114,Бензин,1
13725,Rio III Рестайлинг,610000.0,2016.0,19850.0,серый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Kia,седан,4,1.4,107,Бензин,1
13726,308 I,300000.0,2009.0,150000.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Peugeot,хэтчбек,5,1.6,120,Бензин,1
13727,L200 IV,1200000.0,2012.0,280000.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Mitsubishi,пикап двойная кабина,4,2.5,136,Дизель,1
13728,(ВАЗ) 2131 (4x4)  I Euro 5,499000.0,2018.0,31000.0,белый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,внедорожник,5,1.7,83,Бензин,1
13729,Creta I,1199000.0,2018.0,60000.0,синий,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,внедорожник,5,1.6,121,Бензин,1
13730,Logan I Рестайлинг,370000.0,2014.0,140000.0,синий,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Renault,седан,4,1.6,84,Бензин,1
13731,Octavia III (A7),615000.0,2014.0,220000.0,коричневый,роботизированная,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Skoda,лифтбек,5,1.4,140,Бензин,1
13732,V40 I,110000.0,1996.0,333333.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Volvo,универсал,5,1.7,115,Бензин,1
13733,5 серии  V (E60/E61) 525i,550000.0,2006.0,260000.0,зелёный,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,BMW,седан,4,2.5,218,Бензин,1
13734,A3 I (8L),200000.0,1998.0,297000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Audi,хэтчбек,3,1.6,101,Бензин,1
13735,Tucson I,515000.0,2007.0,136000.0,серебристый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Hyundai,внедорожник,5,2.0,140,Бензин,1
13736,(ВАЗ) Kalina I,145000.0,2012.0,309000.0,чёрный,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,универсал,5,1.6,98,Бензин,1
13737,(ВАЗ) Kalina I,129000.0,2007.0,139000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,81,Бензин,1
13738,CX-7 I,590000.0,2008.0,203500.0,красный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Mazda,внедорожник,5,2.3,238,Бензин,1
13739,(ВАЗ) 2112,150000.0,2009.0,100000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,3,1.6,90,Бензин,1
13740,Cruze I,420000.0,2011.0,130824.0,голубой,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,седан,4,1.8,141,Бензин,1
13741,Meriva A Рестайлинг,360000.0,2008.0,222000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,компактвэн,No_inf,1.4,90,Бензин,1
13742,(ВАЗ) 2121 (4x4) I Рестайлинг,95000.0,1998.0,156538.0,зелёный,механическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,LADA,внедорожник,3,1.7,80,Бензин,1
13743,Sportage III,710000.0,2010.0,149000.0,оранжевый,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,внедорожник,5,2.0,150,Бензин,1
13744,(ВАЗ) 2110,60000.0,2003.0,160000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,73,Бензин,1
13745,(ВАЗ) 2110,90000.0,2004.0,245000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,79,Бензин,1
13746,(ВАЗ) 2115,135000.0,2007.0,165000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,78,Бензин,1
13747,Kyron I Рестайлинг,530000.0,2010.0,144000.0,серебристый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,SsangYong,внедорожник,5,2.0,141,Дизель,1
13748,Logan II,490000.0,2017.0,55000.0,синий,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Renault,седан,4,1.6,113,Бензин,1
13749,Juke I,670000.0,2012.0,123000.0,белый,вариатор,передний,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,Nissan,внедорожник,5,1.6,117,Бензин,1
13750,(ВАЗ) 1111 Ока  СеАЗ,50000.0,1997.0,70000.0,синий,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,хэтчбек,3,0.8,33,Бензин,1
13751,Logan I,220000.0,2007.0,135000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Renault,седан,4,1.6,87,Бензин,1
13752,Solaris I Рестайлинг,770000.0,2016.0,13965.0,красный,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,хэтчбек,5,1.4,107,Бензин,1
13753,Nexia I,49000.0,1997.0,250000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Daewoo,седан,4,1.5,75,Бензин,1
13754,Patriot I Рестайлинг 2,700000.0,2014.0,95440.0,золотистый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,УАЗ,внедорожник,5,2.7,128,Бензин,1
13755,Korando II,309000.0,1998.0,190000.0,пурпурный,механическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,SsangYong,внедорожник,3,2.3,140,Бензин,1
13756,(ВАЗ) 2110,35000.0,2003.0,150000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,79,Бензин,1
13757,Tiggo (T11) I,277000.0,2009.0,49961.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chery,внедорожник,5,1.9,132,Бензин,1
13758,W136,1100000.0,1939.0,100000.0,чёрный,механическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Mercedes-Benz,седан,4,1.7,38,Бензин,1
13759,Maxima V (A33),265000.0,2004.0,312110.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,седан,4,2.0,140,Бензин,1
13760,(ВАЗ) 2121 (4x4) I Рестайлинг (2020) Urban,570000.0,2019.0,32000.0,чёрный,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,внедорожник,3,1.7,83,Бензин,1
13761,Sorento I,365000.0,2002.0,216426.0,серебристый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,внедорожник,5,2.5,140,Дизель,1
13762,3151  3151,60000.0,1991.0,90000.0,чёрный,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,УАЗ,внедорожник,5,2.5,76,Бензин,1
13763,Astra H Рестайлинг GTC,440000.0,2010.0,109000.0,голубой,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Opel,хэтчбек,3,1.6,115,Бензин,1
13764,Focus I Рестайлинг,185000.0,2005.0,148000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Ford,седан,4,1.8,115,Бензин,1
13765,(ВАЗ) 2109  21093i,55000.0,2001.0,197000.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.5,78,Бензин,1
13766,C5 I Рестайлинг,255000.0,2005.0,210000.0,белый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Citroen,лифтбек,5,1.6,109,Дизель,1
13767,Accent  II ТагАЗ,265000.0,2011.0,268448.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Hyundai,седан,4,1.5,102,Бензин,1
13768,Amulet (A15) I,100000.0,2007.0,124000.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Chery,лифтбек,5,1.6,88,Бензин,1
13769,(ВАЗ) 2115,170000.0,2009.0,115000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.6,80,Бензин,1
13770,"Corolla  X (E140, E150) AMT",530000.0,2008.0,108363.0,серебристый,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Toyota,седан,4,1.6,124,Бензин,1
13771,Opirus I,300000.0,2005.0,230000.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,седан,4,3.0,187,Бензин,1
13772,(ВАЗ) 2110,65000.0,2002.0,160000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,90,Бензин,1
13773,(ВАЗ) Kalina I,105000.0,2006.0,124000.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.6,81,Бензин,1
13774,Skyline IX (R33),350000.0,1997.0,150000.0,серебристый,автоматическая,задний,Правый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,седан,4,2.0,130,Бензин,1
13775,Mokka I,800000.0,2014.0,146000.0,красный,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Opel,внедорожник,5,1.4,140,Бензин,1
13776,Camry VII (XV50),1200000.0,2013.0,147000.0,белый,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Toyota,седан,4,2.5,181,Бензин,1
13777,(ВАЗ) 2121 (4x4) I,70000.0,1991.0,90000.0,серый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,внедорожник,3,1.6,75,Бензин,1
13778,Kangoo I Рестайлинг,250000.0,2008.0,319000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Renault,компактвэн,No_inf,1.4,75,Бензин,1
13779,Rapid I Рестайлинг,1080000.0,2019.0,5000.0,красный,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Skoda,лифтбек,5,1.4,125,Бензин,1
13780,Monterey A,280000.0,1993.0,295350.0,зелёный,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,внедорожник,5,3.2,177,Бензин,1
13781,X6  I (E71) Рестайлинг 35i,1950000.0,2012.0,121000.0,коричневый,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,BMW,внедорожник,5,3.0,306,Бензин,1
13782,(ВАЗ) Vesta I,540000.0,2017.0,70000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,106,Бензин,1
13783,Astra H Рестайлинг GTC,320000.0,2010.0,130000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Opel,хэтчбек,3,1.6,115,Бензин,1
13784,C4 I,218000.0,2005.0,227741.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Citroen,хэтчбек,5,1.6,109,Дизель,1
13785,(ВАЗ) 2113,130000.0,2010.0,158000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,3,1.6,81,Бензин,1
13786,Astra J Рестайлинг,452000.0,2012.0,103272.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,хэтчбек,5,1.6,115,Бензин,1
13787,(ВАЗ) Kalina II,255000.0,2013.0,111000.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,87,Бензин,1
13788,V5,200000.0,2013.0,125000.0,белый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,FAW,седан,4,1.5,102,Бензин,1
13789,S40 II,500000.0,2007.0,186000.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Volvo,седан,4,2.4,140,Бензин,1
13790,Astra J Рестайлинг GTC,550000.0,2013.0,89000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Opel,хэтчбек,3,1.4,140,Бензин,1
13791,Aveo II,420000.0,2012.0,70000.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Chevrolet,хэтчбек,5,1.6,115,Бензин,1
13792,Octavia III (A7),530000.0,2013.0,220000.0,белый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Skoda,лифтбек,5,1.2,105,Бензин,1
13793,Stilo,225000.0,2002.0,189650.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Fiat,хэтчбек,5,1.6,103,Бензин,1
13794,Rio IV,1080000.0,2019.0,230.0,белый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Kia,седан,4,1.6,123,Бензин,1
13795,Tiggo (T11) I Рестайлинг (FL),490000.0,2015.0,81000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Chery,внедорожник,5,1.9,132,Бензин,1
13796,(ВАЗ) Granta I,380000.0,2017.0,27000.0,серый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,87,Бензин,1
13797,Lantra II,140000.0,1997.0,236563.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Hyundai,седан,4,1.8,128,Бензин,1
13798,RX  II 300,815000.0,2004.0,205000.0,голубой,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Lexus,внедорожник,5,3.0,204,Бензин,1
13799,Niva I,200000.0,2004.0,254000.0,серебристый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Chevrolet,внедорожник,5,1.7,80,Бензин,1
13800,C-MAX I,249000.0,2005.0,197600.0,голубой,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Ford,компактвэн,No_inf,1.6,115,Бензин,1
13801,Solaris I Рестайлинг,680000.0,2015.0,89000.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,седан,4,1.6,123,Бензин,1
13802,Santamo,169000.0,1999.0,308046.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Hyundai,компактвэн,No_inf,2.0,139,Бензин,1
13803,(ВАЗ) XRAY I,679000.0,2018.0,65764.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,хэтчбек,5,1.8,122,Бензин,1
13804,A6 II (C5) Рестайлинг,285000.0,2002.0,318000.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Audi,седан,4,1.8,150,Бензин,1
13805,Millenia I,155000.0,1998.0,180000.0,зелёный,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Mazda,седан,4,2.5,170,Бензин,1
13806,(ВАЗ) Granta I,235000.0,2012.0,105000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,82,Бензин,1
13807,(ВАЗ) 21099,75000.0,2003.0,140000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.5,78,Бензин,1
13808,(ВАЗ) Priora I,255000.0,2010.0,113000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,98,Бензин,1
13809,(ВАЗ) 2121 (4x4) I Рестайлинг Urban,520000.0,2018.0,19600.0,серый,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,внедорожник,3,1.7,83,Бензин,1
13810,Almera III (G15),500000.0,2015.0,98000.0,белый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,седан,4,1.6,102,Бензин,1
13811,(ВАЗ) 2114,130000.0,2010.0,130000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,98,Бензин,1
13812,Spectra I Рестайлинг 2,200000.0,2007.0,172000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,седан,4,1.6,101,Бензин,1
13813,3110 «Волга» 310221,35000.0,1997.0,300000.0,чёрный,механическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,ГАЗ,универсал,5,2.5,90,Бензин,1
13814,RAV4 III (XA30),950000.0,2008.0,83737.0,красный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Toyota,внедорожник,5,2.0,152,Бензин,1
13815,Fabia II Рестайлинг,400000.0,2013.0,200000.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Skoda,универсал,5,1.6,105,Бензин,1
13816,(ВАЗ) 2115,148000.0,2008.0,85000.0,серый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,81,Бензин,1
13817,Duster I,675000.0,2014.0,110000.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,внедорожник,5,2.0,135,Бензин,1
13818,X6  I (E71) 30d,1550000.0,2010.0,179000.0,синий,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,BMW,внедорожник,5,3.0,245,Дизель,1
13819,Bonus (A13),153000.0,2011.0,98000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Chery,седан,4,1.5,109,Бензин,1
13820,(ВАЗ) 2109,58000.0,2001.0,170800.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,LADA,хэтчбек,5,1.5,68,Бензин,1
13821,Cruze I,550000.0,2012.0,28000.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Chevrolet,седан,4,1.6,109,Бензин,1
13822,(ВАЗ) 2106,20000.0,1997.0,23000.0,белый,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,72,Бензин,1
13823,Jimny III Рестайлинг 1,850000.0,2010.0,102599.0,бежевый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Suzuki,внедорожник,3,1.3,85,Бензин,1
13824,(ВАЗ) 2110,83000.0,1996.0,200000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,73,Бензин,1
13825,(ВАЗ) Priora I,300000.0,2011.0,150000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,98,Бензин,1
13826,Tiggo (T11) I Рестайлинг (FL),460000.0,2014.0,84000.0,красный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Chery,внедорожник,5,1.6,126,Бензин,1
13827,Octavia III (A7),900000.0,2016.0,60000.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Skoda,лифтбек,5,1.6,110,Бензин,1
13828,(ВАЗ) 2107,51000.0,2003.0,10000.0,голубой,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.5,72,Бензин,1
13829,Rio IV,910000.0,2017.0,35000.0,белый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,седан,4,1.6,123,Бензин,1
13830,X-Trail III,1600000.0,2017.0,66595.0,белый,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,144,Бензин,1
13831,Picanto III,840000.0,2018.0,25000.0,оранжевый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Kia,хэтчбек,5,1.3,84,Бензин,1
13832,Felicia I Рестайлинг,115000.0,1998.0,173555.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Skoda,универсал,5,1.3,68,Бензин,1
13833,(ВАЗ) 2131 (4x4) I,90000.0,1999.0,26000.0,белый,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,внедорожник,5,1.8,82,Бензин,1
13834,Jetta I,40000.0,1983.0,210000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Volkswagen,седан,4,1.3,60,Бензин,1
13835,(ВАЗ) XRAY I,700000.0,2019.0,21337.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,106,Бензин,1
13836,Accent II,165000.0,2001.0,216000.0,зелёный,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,Hyundai,седан,4,1.5,102,Бензин,1
13837,Golf VI,445000.0,2012.0,222000.0,синий,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Volkswagen,хэтчбек,5,1.4,80,Бензин,1
13838,Matiz I Рестайлинг,120000.0,2008.0,155000.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Daewoo,хэтчбек,5,0.8,52,Бензин,1
13839,"E-Класс  III (W211, S211) Рестайлинг 230",700000.0,2008.0,168000.0,чёрный,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Mercedes-Benz,седан,4,2.5,204,Бензин,1
13840,(ВАЗ) Kalina I,210000.0,2009.0,72000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,универсал,5,1.6,81,Бензин,1
13841,3 III (BM),830000.0,2014.0,92000.0,красный,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Mazda,седан,4,1.5,120,Бензин,1
13842,Elantra VI (AD),1105000.0,2017.0,23274.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,седан,4,1.6,128,Бензин,1
13843,(ВАЗ) Vesta I,700000.0,2019.0,27000.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,106,Бензин,1
13844,Golf  II KAT,65000.0,1988.0,300000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Volkswagen,хэтчбек,3,1.3,55,Бензин,1
13845,Antara I Рестайлинг,780000.0,2012.0,130000.0,белый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,внедорожник,5,3.0,249,Бензин,1
13846,Matiz I Рестайлинг,150000.0,2013.0,82475.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Daewoo,хэтчбек,5,0.8,52,Бензин,1
13847,Kaptur I,880000.0,2016.0,24000.0,серебристый,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,внедорожник,5,1.6,114,Бензин,1
13848,Astra H Рестайлинг GTC,320000.0,2008.0,143000.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Opel,хэтчбек,3,1.8,140,Бензин,1
13849,69,230000.0,1960.0,18000.0,зелёный,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,ГАЗ,внедорожник,3,2.1,55,Бензин,1
13850,Matiz I Рестайлинг,140000.0,2011.0,62800.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Daewoo,хэтчбек,5,0.8,52,Бензин,1
13851,Sonata  IV (EF) Рестайлинг ТагАЗ,280000.0,2006.0,212000.0,бежевый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Hyundai,седан,4,2.0,137,Бензин,1
13852,3110 «Волга»,55000.0,2003.0,10000.0,серебристый,механическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,ГАЗ,седан,4,2.3,131,Бензин,1
13853,(ВАЗ) Priora I Рестайлинг,420000.0,2017.0,38000.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,106,Бензин,1
13854,Nexia I Рестайлинг,155000.0,2012.0,125000.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Daewoo,седан,4,1.5,80,Бензин,1
